ASVid,taxonomy
ASV_517,Nitrosolobus-multiformis-Nl1_2667636517
ASV_518,Nitrosolobus-multiformis-Nl1_2667636517
ASV_519,Nitrosospira-sp_2636913388
ASV_520,Nitrosolobus-multiformis-Nl1_2667636517
ASV_521,Nitrosolobus-multiformis-Nl1_2667636517
ASV_522,Nitrosospira-sp-17Nsp14_2671457573
ASV_523,Nitrosospira-sp-17Nsp14_2671457573
ASV_524,Nitrosolobus-multiformis-Nl1_2667636517
ASV_525,Nitrosolobus-sp-Nl14_2671461169
ASV_526,Nitrosospira-sp_2636913388
ASV_527,Nitrosospira-sp-17Nsp14_2671457573
ASV_528,Nitrosolobus-multiformis-Nl1_2667636517
ASV_529,Nitrosolobus-multiformis-Nl1_2667636517
ASV_530,Nitrosospira-sp-17Nsp14_2671457573
ASV_531,Nitrosolobus-multiformis-Nl1_2667636517
ASV_532,Nitrosospira-sp-Nsp22_2737533475
ASV_533,Nitrosolobus-multiformis-Nl1_2667636517
ASV_534,Nitrosospira-sp_2630434854
ASV_535,Nitrosolobus-multiformis-Nl1_2667636517
ASV_536,Nitrosospira-sp_2636913388
ASV_537,Nitrosospira-briensis-C-128_2588205525
ASV_538,Nitrosolobus-multiformis-Nl1_2667636517
ASV_539,Nitrosolobus-multiformis-Nl1_2667636517
ASV_540,Nitrosolobus-sp-Nl5_2671347534
ASV_541,Nitrosospira-sp-17Nsp14_2671457573
ASV_543,Nitrosolobus-multiformis-Nl1_2667636517
ASV_544,Nitrosospira-sp-17Nsp14_2671457573
ASV_545,Nitrosolobus-multiformis-Nl1_2667636517
ASV_546,Nitrosospira-briensis-C-128_2588205525
ASV_547,Nitrosospira-sp-17Nsp14_2671457573
ASV_548,Nitrosospira-sp-17Nsp14_2671457573
ASV_549,Nitrosomonas-communis-Nm44_2676397764
ASV_550,Nitrosospira-sp-17Nsp14_2671457573
ASV_551,Nitrosospira-sp_2630434854
ASV_552,Nitrosolobus-multiformis-Nl1_2667636517
ASV_553,Nitrosospira-sp-17Nsp14_2671457573
ASV_554,Nitrosolobus-multiformis-Nl1_2667636517
ASV_556,Nitrosolobus-multiformis-Nl1_2667636517
ASV_557,Nitrosospira-sp_2636913388
ASV_558,Nitrosolobus-multiformis-Nl1_2667636517
ASV_560,Nitrosospira-sp-17Nsp14_2671457573
ASV_561,Nitrosolobus-multiformis-Nl1_2667636517
ASV_562,Nitrosolobus-multiformis-Nl1_2667636517
ASV_563,Nitrosolobus-multiformis-Nl1_2667636517
ASV_564,Nitrosolobus-multiformis-Nl1_2667636517
ASV_565,Nitrosospira-sp_2636913388
ASV_566,Nitrosospira-sp-17Nsp14_2671457573
ASV_567,Nitrosolobus-multiformis-Nl1_2667636517
ASV_568,Nitrosospira-sp-17Nsp14_2671457573
ASV_569,Nitrosospira-sp_2630434854
ASV_570,Nitrosolobus-multiformis-Nl1_2667636517
ASV_571,Nitrosolobus-multiformis-Nl1_2667636517
ASV_572,Nitrosolobus-multiformis-Nl1_2667636517
ASV_573,Nitrosomonas-sp-Nm84_2737537902
ASV_574,Nitrosospira-sp-17Nsp14_2671457573
ASV_575,Nitrosospira-sp-17Nsp14_2671457573
ASV_576,Nitrosolobus-multiformis-Nl1_2667636517
ASV_577,Nitrosospira-sp_2636913388
ASV_578,Nitrosomonas-europaea-ATCC-19718_637427314
ASV_579,Nitrosolobus-multiformis-Nl1_2667636517
ASV_580,Nitrosolobus-multiformis-Nl1_2667636517
ASV_581,Nitrosolobus-multiformis-Nl1_2667636517
ASV_582,Nitrosolobus-multiformis-Nl1_2667636517
ASV_583,Nitrosospira-sp-17Nsp14_2671457573
ASV_584,Nitrosolobus-multiformis-Nl1_2667636517
ASV_585,Nitrosolobus-multiformis-Nl1_2667636517
ASV_586,Nitrosospira-sp_2636913388
ASV_587,Nitrosolobus-multiformis-Nl1_2667636517
ASV_588,Nitrosospira-sp_2636913388
ASV_589,Nitrosospira-sp_2636913388
ASV_590,Nitrosospira-sp_2636913388
ASV_591,Nitrosolobus-multiformis-Nl1_2667636517
ASV_592,Nitrosospira-sp-17Nsp14_2671457573
ASV_593,Nitrosospira-sp-17Nsp14_2671457573
ASV_594,Nitrosolobus-multiformis-Nl1_2667636517
ASV_595,Nitrosolobus-multiformis-Nl1_2667636517
ASV_596,Nitrosospira-sp-17Nsp14_2671457573
ASV_597,Nitrosospira-sp_2636913388
ASV_598,Nitrosospira-sp-17Nsp14_2671457573
ASV_599,Nitrosolobus-multiformis-Nl1_2667636517
ASV_600,Nitrosospira-sp_2630434854
ASV_601,Nitrosospira-sp-17Nsp14_2671457573
ASV_602,Nitrosolobus-multiformis-Nl1_2667636517
ASV_603,Nitrosospira-sp_2630434854
ASV_604,Nitrosolobus-multiformis-Nl1_2667636517
ASV_605,Nitrosospira-sp_2636913388
ASV_606,Nitrosolobus-multiformis-Nl1_2667636517
ASV_607,Nitrosolobus-multiformis-Nl1_2667636517
ASV_608,Nitrosolobus-multiformis-Nl1_2667636517
ASV_609,Nitrosospira-briensis-C-128_2588205525
ASV_610,Nitrosomonas-europaea-ATCC-19718_637427314
ASV_611,Nitrosomonas-europaea-ATCC-19718_637427314
ASV_612,Nitrosospira-sp-17Nsp14_2671457573
ASV_613,Nitrosolobus-multiformis-Nl1_2667636517
ASV_614,Nitrosospira-sp-17Nsp14_2671457573
ASV_615,Nitrosospira-sp_2636913388
ASV_616,Nitrosospira-sp-17Nsp14_2671457573
ASV_617,Nitrosospira-sp-17Nsp14_2671457573
ASV_618,Nitrosospira-sp-Nsp22_2737533475
ASV_619,Nitrosolobus-multiformis-Nl1_2667636517
ASV_620,Nitrosolobus-multiformis-Nl1_2667636517
ASV_621,Nitrosospira-sp-17Nsp14_2671457573
ASV_622,Nitrosospira-sp_2636913388
ASV_623,Nitrosolobus-multiformis-Nl1_2667636517
ASV_624,Nitrosospira-sp_2636913388
ASV_625,Nitrosolobus-multiformis-Nl1_2667636517
ASV_627,Nitrosolobus-multiformis-Nl1_2667636517
ASV_628,Nitrosospira-sp-17Nsp14_2671457573
ASV_629,Nitrosolobus-sp-Nl14_2671461169
ASV_630,Nitrosospira-sp_2630434854
ASV_631,Nitrosospira-briensis-C-128_2588205525
ASV_632,Nitrosospira-sp-17Nsp14_2671457573
ASV_633,Nitrosomonas-sp-Is79A3_651001907
ASV_634,Nitrosolobus-multiformis-Nl1_2667636517
ASV_635,Nitrosospira-sp-17Nsp14_2671457573
ASV_636,Nitrosospira-sp-17Nsp14_2671457573
ASV_637,Nitrosospira-sp-17Nsp14_2671457573
ASV_638,Nitrosospira-sp-17Nsp14_2671457573
ASV_639,Nitrosospira-sp-17Nsp14_2671457573
ASV_640,Nitrosolobus-multiformis-Nl1_2667636517
ASV_641,Nitrosolobus-multiformis-Nl1_2667636517
ASV_642,Nitrosospira-sp_2630434854
ASV_643,Nitrosolobus-multiformis-Nl1_2667636517
ASV_644,Nitrosospira-sp_2636913388
ASV_645,Nitrosolobus-multiformis-Nl1_2667636517
ASV_646,Nitrosolobus-multiformis-Nl1_2667636517
ASV_647,Nitrosolobus-multiformis-Nl1_2667636517
ASV_648,Nitrosospira-briensis-C-128_2588205525
ASV_649,Nitrosolobus-multiformis-Nl1_2667636517
ASV_650,Nitrosospira-sp-17Nsp14_2671457573
ASV_651,Nitrosospira-sp_2636913388
ASV_652,Nitrosospira-sp-17Nsp14_2671457573
ASV_653,Nitrosolobus-multiformis-Nl1_2667636517
ASV_654,Nitrosospira-sp_2636913388
ASV_655,Nitrosospira-sp-17Nsp14_2671457573
ASV_656,Nitrosospira-briensis-C-128_2588205525
ASV_657,Nitrosospira-sp-17Nsp14_2671457573
ASV_658,Nitrosospira-sp-17Nsp14_2671457573
ASV_659,Nitrosospira-sp-17Nsp14_2671457573
ASV_660,Nitrosospira-sp-17Nsp14_2671457573
ASV_661,Nitrosolobus-multiformis-Nl1_2667636517
ASV_662,Nitrosospira-sp-17Nsp14_2671457573
ASV_663,Nitrosolobus-multiformis-Nl1_2667636517
ASV_664,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_665,Nitrosolobus-multiformis-Nl1_2667636517
ASV_666,Nitrosospira-sp-17Nsp14_2671457573
ASV_668,Nitrosolobus-multiformis-Nl1_2667636517
ASV_669,Nitrosolobus-multiformis-Nl1_2667636517
ASV_670,Nitrosolobus-multiformis-Nl1_2667636517
ASV_671,Nitrosospira-sp-17Nsp14_2671457573
ASV_672,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_673,Nitrosospira-sp-17Nsp14_2671457573
ASV_674,Nitrosolobus-multiformis-Nl1_2667636517
ASV_675,Nitrosospira-briensis-C-128_2588205525
ASV_676,Nitrosolobus-multiformis-Nl1_2667636517
ASV_677,Nitrosospira-briensis-C-128_2588205525
ASV_679,Nitrosolobus-multiformis-Nl1_2667636517
ASV_680,Nitrosolobus-multiformis-Nl1_2667636517
ASV_681,Nitrosolobus-multiformis-Nl1_2667636517
ASV_682,Nitrosolobus-multiformis-Nl1_2667636517
ASV_684,Nitrosolobus-multiformis-Nl1_2667636517
ASV_685,Nitrosospira-sp-17Nsp14_2671457573
ASV_686,Nitrosospira-briensis-C-128_2588205525
ASV_687,Nitrosospira-sp_2636913388
ASV_688,Nitrosospira-briensis-C-128_2588205525
ASV_689,Nitrosospira-sp-17Nsp14_2671457573
ASV_690,Nitrosospira-sp_2630434854
ASV_691,Nitrosomonas-eutropha-Nm24_2671439678
ASV_692,Nitrosospira-sp-17Nsp14_2671457573
ASV_693,Nitrosospira-sp-17Nsp14_2671457573
ASV_694,Nitrosospira-sp-17Nsp14_2671457573
ASV_695,Nitrosolobus-multiformis-Nl1_2667636517
ASV_696,Nitrosospira-sp-17Nsp14_2671457573
ASV_697,Nitrosomonas-sp-Is79A3_651001907
ASV_698,Nitrosolobus-multiformis-Nl1_2667636517
ASV_699,Nitrosolobus-multiformis-Nl1_2667636517
ASV_700,Nitrosolobus-multiformis-Nl1_2667636517
ASV_701,Nitrosolobus-multiformis-Nl1_2667636517
ASV_702,Nitrosospira-sp_2636913388
ASV_703,Nitrosolobus-multiformis-Nl1_2667636517
ASV_704,Nitrosospira-sp-17Nsp14_2671457573
ASV_705,Nitrosospira-sp-17Nsp14_2671457573
ASV_707,Nitrosolobus-multiformis-Nl1_2667636517
ASV_708,Nitrosolobus-multiformis-Nl1_2667636517
ASV_709,Nitrosospira-sp-17Nsp14_2671457573
ASV_710,Nitrosospira-briensis-C-128_2588205525
ASV_711,Nitrosospira-briensis-C-128_2588205525
ASV_712,Nitrosospira-briensis-C-128_2588205525
ASV_713,Nitrosospira-sp-17Nsp14_2671457573
ASV_714,Nitrosospira-sp-17Nsp14_2671457573
ASV_715,Nitrosolobus-multiformis-Nl1_2667636517
ASV_716,Nitrosospira-sp_2636913388
ASV_717,Nitrosolobus-sp-Nl14_2671461169
ASV_718,Nitrosospira-sp-17Nsp14_2671457573
ASV_719,Nitrosolobus-multiformis-Nl1_2667636517
ASV_720,Nitrosolobus-sp-Nl14_2671461169
ASV_721,Nitrosolobus-multiformis-Nl1_2667636517
ASV_722,Nitrosospira-sp-17Nsp14_2671457573
ASV_723,Nitrosospira-sp-17Nsp14_2671457573
ASV_724,Nitrosolobus-multiformis-Nl1_2667636517
ASV_725,Nitrosolobus-sp-Nl14_2671461169
ASV_726,Nitrosospira-sp-Nsp22_2737533475
ASV_727,Nitrosospira-sp-17Nsp14_2671457573
ASV_728,Nitrosolobus-multiformis-Nl1_2667636517
ASV_729,Nitrosospira-sp-17Nsp14_2671457573
ASV_731,Nitrosospira-sp-17Nsp14_2671457573
ASV_732,Nitrosolobus-multiformis-Nl1_2667636517
ASV_733,Nitrosospira-briensis-C-128_2588205525
ASV_736,Nitrosolobus-multiformis-Nl1_2667636517
ASV_738,Nitrosospira-sp_2636913388
ASV_739,Nitrosolobus-multiformis-Nl1_2667636517
ASV_740,Nitrosospira-briensis-C-128_2588205525
ASV_741,Nitrosospira-sp-17Nsp14_2671457573
ASV_742,Nitrosolobus-multiformis-Nl1_2667636517
ASV_743,Nitrosolobus-sp-Nl14_2671461169
ASV_744,Nitrosolobus-multiformis-Nl1_2667636517
ASV_745,Nitrosolobus-multiformis-Nl1_2667636517
ASV_746,Nitrosospira-sp-17Nsp14_2671457573
ASV_747,Nitrosolobus-multiformis-Nl1_2667636517
ASV_748,Nitrosospira-sp_2636913388
ASV_749,Nitrosolobus-multiformis-Nl1_2667636517
ASV_750,Nitrosolobus-multiformis-Nl1_2667636517
ASV_751,Nitrosospira-sp-17Nsp14_2671457573
ASV_752,Nitrosolobus-multiformis-Nl1_2667636517
ASV_753,Nitrosolobus-multiformis-Nl1_2667636517
ASV_754,Nitrosospira-sp-17Nsp14_2671457573
ASV_755,Nitrosospira-sp-17Nsp14_2671457573
ASV_756,Nitrosospira-sp_2636913388
ASV_757,Nitrosolobus-multiformis-Nl1_2667636517
ASV_758,Nitrosolobus-multiformis-Nl1_2667636517
ASV_759,Nitrosospira-sp-Nsp22_2737533475
ASV_760,Nitrosolobus-multiformis-Nl1_2667636517
ASV_761,Nitrosospira-sp_2636913388
ASV_762,Nitrosospira-sp-Nsp22_2737533475
ASV_763,Nitrosospira-sp-17Nsp14_2671457573
ASV_764,Nitrosolobus-multiformis-Nl1_2667636517
ASV_765,Nitrosospira-sp-17Nsp14_2671457573
ASV_766,Nitrosolobus-multiformis-Nl1_2667636517
ASV_767,Nitrosolobus-multiformis-Nl1_2667636517
ASV_768,Nitrosospira-sp_2636913388
ASV_769,Nitrosospira-sp-17Nsp14_2671457573
ASV_770,Nitrosospira-sp-17Nsp14_2671457573
ASV_771,Nitrosospira-sp-17Nsp14_2671457573
ASV_772,Nitrosolobus-multiformis-Nl1_2667636517
ASV_773,Nitrosospira-sp_2636913388
ASV_774,Nitrosolobus-multiformis-Nl1_2667636517
ASV_775,Nitrosospira-sp-17Nsp14_2671457573
ASV_776,Nitrosolobus-multiformis-Nl7_2671428569
ASV_777,Nitrosospira-sp-17Nsp14_2671457573
ASV_778,Nitrosomonas-sp-HPC101_2898509743
ASV_779,Nitrosospira-briensis-C-128_2588205525
ASV_780,Nitrosolobus-multiformis-Nl1_2667636517
ASV_781,Nitrosomonas-sp-HPC101_2898509743
ASV_782,Nitrosospira-briensis-C-128_2588205525
ASV_783,Nitrosolobus-multiformis-Nl1_2667636517
ASV_784,Nitrosospira-sp-17Nsp14_2671457573
ASV_785,Nitrosospira-sp_2630434854
ASV_786,Nitrosospira-sp-17Nsp14_2671457573
ASV_787,Nitrosolobus-multiformis-Nl1_2667636517
ASV_789,Nitrosolobus-multiformis-Nl1_2667636517
ASV_790,Nitrosospira-briensis-C-128_2588205525
ASV_791,Nitrosospira-sp-17Nsp14_2671457573
ASV_792,Nitrosolobus-multiformis-Nl1_2667636517
ASV_793,Nitrosospira-briensis-C-128_2588205525
ASV_794,Nitrosolobus-multiformis-Nl1_2667636517
ASV_795,Nitrosospira-sp-17Nsp14_2671457573
ASV_796,Nitrosolobus-multiformis-Nl1_2667636517
ASV_797,Nitrosolobus-multiformis-Nl1_2667636517
ASV_798,Nitrosospira-briensis-C-128_2588205525
ASV_799,Nitrosolobus-sp-Nl14_2671461169
ASV_800,Nitrosospira-briensis-C-128_2588205525
ASV_801,Nitrosospira-sp-17Nsp14_2671457573
ASV_802,Nitrosospira-sp_2636913388
ASV_803,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_804,Nitrosolobus-multiformis-Nl1_2667636517
ASV_805,Nitrosospira-sp-17Nsp14_2671457573
ASV_806,Nitrosospira-sp-17Nsp14_2671457573
ASV_807,Nitrosomonas-sp-HKU-PRO18_2751118697
ASV_808,Nitrosolobus-multiformis-Nl1_2667636517
ASV_809,Nitrosolobus-multiformis-Nl1_2667636517
ASV_810,Nitrosospira-sp-17Nsp14_2671457573
ASV_811,Nitrosospira-briensis-C-128_2588205525
ASV_812,Nitrosomonas-sp-Is79A3_651001907
ASV_813,Nitrosospira-sp-17Nsp14_2671457573
ASV_814,Nitrosolobus-multiformis-Nl1_2667636517
ASV_816,Nitrosospira-sp-17Nsp14_2671457573
ASV_817,Nitrosolobus-multiformis-Nl1_2667636517
ASV_818,Nitrosospira-sp-17Nsp14_2671457573
ASV_819,Nitrosolobus-multiformis-Nl1_2667636517
ASV_821,Nitrosolobus-multiformis-Nl1_2667636517
ASV_822,Nitrosospira-sp-17Nsp14_2671457573
ASV_823,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_824,Nitrosospira-sp-17Nsp14_2671457573
ASV_825,Nitrosolobus-multiformis-Nl1_2667636517
ASV_826,Nitrosolobus-multiformis-Nl1_2667636517
ASV_827,Nitrosolobus-multiformis-Nl1_2667636517
ASV_828,Nitrosolobus-multiformis-Nl1_2667636517
ASV_830,Nitrosolobus-multiformis-Nl1_2667636517
ASV_831,Nitrosolobus-multiformis-Nl1_2667636517
ASV_832,Nitrosospira-sp-17Nsp14_2671457573
ASV_833,Nitrosolobus-multiformis-Nl1_2667636517
ASV_834,Nitrosospira-briensis-C-128_2588205525
ASV_835,Nitrosolobus-multiformis-Nl1_2667636517
ASV_836,Nitrosolobus-multiformis-Nl1_2667636517
ASV_837,Nitrosolobus-multiformis-Nl1_2667636517
ASV_838,Nitrosolobus-multiformis-Nl1_2667636517
ASV_839,Nitrosolobus-multiformis-Nl1_2667636517
ASV_840,Nitrosolobus-multiformis-Nl1_2667636517
ASV_842,Nitrosolobus-multiformis-Nl1_2667636517
ASV_843,Nitrosospira-sp-17Nsp14_2671457573
ASV_844,Nitrosolobus-multiformis-Nl1_2667636517
ASV_845,Nitrosolobus-multiformis-Nl1_2667636517
ASV_846,Nitrosolobus-multiformis-Nl1_2667636517
ASV_847,Nitrosospira-sp_2636913388
ASV_848,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_849,Nitrosospira-sp_2636913388
ASV_850,Nitrosomonas-sp-Nm84_2737537902
ASV_851,Nitrosolobus-multiformis-Nl1_2667636517
ASV_852,Nitrosospira-sp-17Nsp14_2671457573
ASV_854,Nitrosospira-sp_2636913388
ASV_855,Nitrosolobus-sp-Nl14_2671461169
ASV_856,Nitrosolobus-multiformis-Nl1_2667636517
ASV_857,Nitrosospira-briensis-C-128_2588205525
ASV_858,Nitrosolobus-multiformis-Nl1_2667636517
ASV_859,Nitrosospira-sp-17Nsp14_2671457573
ASV_860,Nitrosolobus-multiformis-Nl1_2667636517
ASV_861,Nitrosolobus-multiformis-Nl1_2667636517
ASV_862,Nitrosolobus-multiformis-Nl1_2667636517
ASV_863,Nitrosolobus-multiformis-Nl1_2667636517
ASV_864,Nitrosospira-sp-17Nsp14_2671457573
ASV_865,Nitrosolobus-multiformis-Nl1_2667636517
ASV_866,Nitrosospira-sp_2636913388
ASV_868,Nitrosospira-sp_2636913388
ASV_869,Nitrosolobus-multiformis-Nl1_2667636517
ASV_870,Nitrosolobus-multiformis-Nl1_2667636517
ASV_871,Nitrosospira-sp_2636913388
ASV_872,Nitrosolobus-multiformis-Nl1_2667636517
ASV_874,Nitrosospira-sp-17Nsp14_2671457573
ASV_875,Nitrosospira-sp_2636913388
ASV_876,Nitrosolobus-sp-Nl14_2671461169
ASV_877,Nitrosolobus-multiformis-Nl1_2667636517
ASV_880,Nitrosolobus-multiformis-Nl1_2667636517
ASV_881,Nitrosolobus-multiformis-Nl1_2667636517
ASV_882,Nitrosospira-sp_2636913388
ASV_883,Nitrosolobus-multiformis-Nl1_2667636517
ASV_885,Nitrosospira-sp-17Nsp14_2671457573
ASV_887,Nitrosolobus-multiformis-Nl1_2667636517
ASV_888,Nitrosospira-sp-17Nsp14_2671457573
ASV_889,Nitrosospira-sp-17Nsp14_2671457573
ASV_891,Nitrosolobus-multiformis-Nl1_2667636517
ASV_892,Nitrosospira-sp-17Nsp14_2671457573
ASV_893,Nitrosospira-sp-17Nsp14_2671457573
ASV_895,Nitrosolobus-multiformis-Nl1_2667636517
ASV_896,Nitrosolobus-multiformis-Nl1_2667636517
ASV_897,Nitrosospira-sp_2636913388
ASV_898,Nitrosospira-sp-17Nsp14_2671457573
ASV_899,Nitrosolobus-multiformis-Nl1_2667636517
ASV_900,Nitrosolobus-multiformis-Nl1_2667636517
ASV_901,Nitrosospira-sp-17Nsp14_2671457573
ASV_903,Nitrosospira-sp_2636913388
ASV_904,Nitrosospira-sp-17Nsp14_2671457573
ASV_905,Nitrosolobus-multiformis-Nl1_2667636517
ASV_907,Nitrosolobus-multiformis-Nl1_2667636517
ASV_908,Nitrosolobus-multiformis-Nl1_2667636517
ASV_909,Nitrosospira-sp_2636913388
ASV_910,Nitrosolobus-multiformis-Nl1_2667636517
ASV_911,Nitrosospira-briensis-C-128_2588205525
ASV_912,Nitrosospira-sp_2636913388
ASV_913,Nitrosospira-sp_2636913388
ASV_915,Nitrosospira-briensis-C-128_2588205525
ASV_916,Nitrosolobus-multiformis-Nl1_2667636517
ASV_917,Nitrosospira-sp-17Nsp14_2671457573
ASV_918,Nitrosolobus-sp-Nl14_2671461169
ASV_919,Nitrosomonas-eutropha-Nm24_2671439678
ASV_920,Nitrosospira-briensis-C-128_2588205525
ASV_921,Nitrosolobus-multiformis-Nl1_2667636517
ASV_922,Nitrosospira-sp_2636913388
ASV_923,Nitrosospira-sp-17Nsp14_2671457573
ASV_925,Nitrosolobus-multiformis-Nl1_2667636517
ASV_926,Nitrosolobus-multiformis-Nl1_2667636517
ASV_927,Nitrosolobus-multiformis-Nl1_2667636517
ASV_928,Nitrosolobus-multiformis-Nl1_2667636517
ASV_929,Nitrosospira-sp-17Nsp14_2671457573
ASV_930,Nitrosomonas-halophila-Nm1_2676390257
ASV_931,Nitrosolobus-sp-Nl14_2671461169
ASV_932,Nitrosospira-sp-17Nsp14_2671457573
ASV_933,Nitrosolobus-multiformis-Nl1_2667636517
ASV_934,Nitrosospira-sp-17Nsp14_2671457573
ASV_935,Nitrosolobus-multiformis-Nl1_2667636517
ASV_936,Nitrosolobus-multiformis-Nl1_2667636517
ASV_937,Nitrosospira-sp_2636913388
ASV_938,Nitrosolobus-multiformis-Nl1_2667636517
ASV_939,Nitrosolobus-multiformis-Nl1_2667636517
ASV_940,Nitrosolobus-multiformis-Nl1_2667636517
ASV_941,Nitrosospira-briensis-C-128_2588205525
ASV_942,Nitrosospira-sp-17Nsp14_2671457573
ASV_943,Nitrosospira-sp_2636913388
ASV_944,Nitrosospira-sp-17Nsp14_2671457573
ASV_945,Nitrosospira-sp-17Nsp14_2671457573
ASV_946,Nitrosospira-sp_2636913388
ASV_947,Nitrosomonas-halophila-Nm1_2676390257
ASV_948,Nitrosolobus-multiformis-Nl1_2667636517
ASV_949,Nitrosolobus-multiformis-Nl1_2667636517
ASV_950,Nitrosolobus-multiformis-Nl1_2667636517
ASV_952,Nitrosolobus-multiformis-Nl1_2667636517
ASV_954,Nitrosospira-sp_2636913388
ASV_955,Nitrosolobus-sp-Nl14_2671461169
ASV_957,Nitrosospira-sp-17Nsp14_2671457573
ASV_958,Nitrosolobus-multiformis-Nl1_2667636517
ASV_959,Nitrosospira-sp-17Nsp14_2671457573
ASV_960,Nitrosospira-sp_2636913388
ASV_961,Nitrosospira-sp_2636913388
ASV_962,Nitrosospira-sp-17Nsp14_2671457573
ASV_963,Nitrosospira-sp_2636913388
ASV_964,Nitrosolobus-multiformis-Nl1_2667636517
ASV_966,Nitrosolobus-multiformis-Nl1_2667636517
ASV_967,Nitrosospira-sp_2636913388
ASV_968,Nitrosospira-sp_2636913388
ASV_970,Nitrosospira-sp-17Nsp14_2671457573
ASV_971,Nitrosospira-briensis-C-128_2588205525
ASV_972,Nitrosospira-briensis-C-128_2588205525
ASV_973,Nitrosospira-sp_2636913388
ASV_974,Nitrosospira-briensis-C-128_2588205525
ASV_975,Nitrosospira-briensis-C-128_2588205525
ASV_976,Nitrosolobus-multiformis-Nl1_2667636517
ASV_977,Nitrosolobus-multiformis-Nl1_2667636517
ASV_978,Nitrosospira-sp-17Nsp14_2671457573
ASV_979,Nitrosospira-sp_2636913388
ASV_980,Nitrosospira-sp_2636913388
ASV_981,Nitrosolobus-multiformis-Nl1_2667636517
ASV_982,Nitrosolobus-multiformis-Nl1_2667636517
ASV_983,Nitrosolobus-multiformis-Nl1_2667636517
ASV_984,Nitrosospira-sp_2636913388
ASV_985,Nitrosolobus-multiformis-Nl1_2667636517
ASV_988,Nitrosolobus-multiformis-Nl1_2667636517
ASV_989,Nitrosospira-briensis-C-128_2588205525
ASV_990,Nitrosospira-sp_2636913388
ASV_991,Nitrosospira-briensis-C-128_2588205525
ASV_993,Nitrosospira-sp-17Nsp14_2671457573
ASV_994,Nitrosospira-sp_2636913388
ASV_995,Nitrosospira-sp-17Nsp14_2671457573
ASV_996,Nitrosolobus-multiformis-Nl1_2667636517
ASV_997,Nitrosolobus-multiformis-Nl1_2667636517
ASV_998,Nitrosolobus-multiformis-Nl1_2667636517
ASV_999,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1001,Nitrosospira-sp-17Nsp14_2671457573
ASV_1002,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1003,Nitrosospira-sp-17Nsp14_2671457573
ASV_1004,Nitrosospira-sp_2636913388
ASV_1005,Nitrosospira-sp-17Nsp14_2671457573
ASV_1006,Nitrosospira-sp-17Nsp14_2671457573
ASV_1007,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1008,Nitrosospira-sp_2636913388
ASV_1009,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1010,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1011,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1012,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1013,Nitrosospira-briensis-C-128_2588205525
ASV_1014,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1015,Nitrosospira-sp-17Nsp14_2671457573
ASV_1017,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1018,Nitrosovibrio-tenuis-Nv1_2671436084
ASV_1019,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1020,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1021,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1022,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1023,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1025,Nitrosomonas-stercoris-KYUHI-S_2885017906
ASV_1026,Nitrosospira-briensis-C-128_2588205525
ASV_1027,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1028,Nitrosospira-briensis-C-128_2588205525
ASV_1029,Nitrosospira-sp-17Nsp14_2671457573
ASV_1030,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1031,Nitrosospira-sp-17Nsp14_2671457573
ASV_1032,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1034,Nitrosospira-briensis-C-128_2588205525
ASV_1035,Nitrosospira-sp-17Nsp14_2671457573
ASV_1036,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1037,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1038,Nitrosospira-briensis-C-128_2588205525
ASV_1039,Nitrosospira-sp-Nsp22_2737533475
ASV_1040,Nitrosospira-sp-17Nsp14_2671457573
ASV_1042,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1043,Nitrosolobus-sp-Nl14_2671461169
ASV_1044,Nitrosospira-sp_2636913388
ASV_1045,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1047,Nitrosospira-sp_2636913388
ASV_1048,Nitrosospira-sp_2636913388
ASV_1049,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1051,Nitrosolobus-multiformis-Nl1_2667636517
ASV_1052,Nitrosospira-sp-17Nsp14_2671457573
ASV_1053,Nitrosomonas-oligotropha-Nm75_2671668620
ASV_1055,Nitrosospira-sp-17Nsp14_2671457573
